_key,_id,_from,_to,edge_family,edge_type,field_component,join_type,origin,perspective,priority_weight,references_column,references_table,unique_id,variable_name,weight
part:cage_code:structural:system:has_column:SYS_HAS_PAR_CAG_001,manufacturing_graph_edge/part:cage_code:structural:system:has_column:SYS_HAS_PAR_CAG_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:cage_code:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_CAG_001,,
part:commodity_code:structural:system:has_column:SYS_HAS_PAR_COM_001,manufacturing_graph_edge/part:commodity_code:structural:system:has_column:SYS_HAS_PAR_COM_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:commodity_code:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_COM_001,,
part:created_at:structural:system:has_column:SYS_HAS_PAR_CRE_001,manufacturing_graph_edge/part:created_at:structural:system:has_column:SYS_HAS_PAR_CRE_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_CRE_001,,
part:drawing_number:structural:system:has_column:SYS_HAS_PAR_DRA_001,manufacturing_graph_edge/part:drawing_number:structural:system:has_column:SYS_HAS_PAR_DRA_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:drawing_number:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_DRA_001,,
part:lead_time_days:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_LEA_CD5BAFD3,manufacturing_graph_edge/part:lead_time_days:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_LEA_CD5BAFD3,manufacturing_graph_node/part:lead_time_days:structural:system:none:none,manufacturing_graph_node/LeadTimeDemand:entity:semantic:canonical:none:none,semantic,resolves_to,2,,,Inventory_Transactions,3,,,INV_RES_PAR_LEA_CD5BAFD3,,1
part:lead_time_days:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_LEA_D76D7E4A,manufacturing_graph_edge/part:lead_time_days:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_LEA_D76D7E4A,manufacturing_graph_node/part:lead_time_days:structural:system:none:none,manufacturing_graph_node/LeadTime:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Inventory_Transactions,3,,,INV_RES_PAR_LEA_D76D7E4A,,1
part:lead_time_days:structural:system:has_column:SYS_HAS_PAR_LEA_001,manufacturing_graph_edge/part:lead_time_days:structural:system:has_column:SYS_HAS_PAR_LEA_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:lead_time_days:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_LEA_001,,
part:material_spec:structural:system:has_column:SYS_HAS_PAR_MAT_001,manufacturing_graph_edge/part:material_spec:structural:system:has_column:SYS_HAS_PAR_MAT_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:material_spec:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_MAT_001,,
part:on_hand_qty:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_ONH_27585D71,manufacturing_graph_edge/part:on_hand_qty:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_ONH_27585D71,manufacturing_graph_node/part:on_hand_qty:structural:system:none:none,manufacturing_graph_node/AvailableToPromise:entity:semantic:canonical:none:none,semantic,resolves_to,2,,,Inventory_Transactions,3,,,INV_RES_PAR_ONH_27585D71,,1
part:on_hand_qty:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_ONH_730D50EA,manufacturing_graph_edge/part:on_hand_qty:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_ONH_730D50EA,manufacturing_graph_node/part:on_hand_qty:structural:system:none:none,manufacturing_graph_node/OnHandQuantity:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Inventory_Transactions,3,,,INV_RES_PAR_ONH_730D50EA,,1
part:on_hand_qty:structural:system:has_column:SYS_HAS_PAR_ONH_001,manufacturing_graph_edge/part:on_hand_qty:structural:system:has_column:SYS_HAS_PAR_ONH_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:on_hand_qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_ONH_001,,
part:part_class:semantic:Parts:resolves_to:PAR_RES_PAR_PAR_31651205,manufacturing_graph_edge/part:part_class:semantic:Parts:resolves_to:PAR_RES_PAR_PAR_31651205,manufacturing_graph_node/part:part_class:structural:system:none:none,manufacturing_graph_node/PartSourcingClass:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Parts,3,,,PAR_RES_PAR_PAR_31651205,,1
part:part_class:structural:system:has_column:SYS_HAS_PAR_PAR_001,manufacturing_graph_edge/part:part_class:structural:system:has_column:SYS_HAS_PAR_PAR_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:part_class:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_PAR_001,,
part:part_description:structural:system:has_column:SYS_HAS_PAR_PAR_002,manufacturing_graph_edge/part:part_description:structural:system:has_column:SYS_HAS_PAR_PAR_002,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:part_description:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_PAR_002,,
part:part_id:structural:system:has_column:SYS_HAS_PAR_PAR_003,manufacturing_graph_edge/part:part_id:structural:system:has_column:SYS_HAS_PAR_PAR_003,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_PAR_003,,
part:planner_code:structural:system:has_column:SYS_HAS_PAR_PLA_001,manufacturing_graph_edge/part:planner_code:structural:system:has_column:SYS_HAS_PAR_PLA_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:planner_code:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_PLA_001,,
part:reorder_point:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_REO_5E3E705E,manufacturing_graph_edge/part:reorder_point:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_REO_5E3E705E,manufacturing_graph_node/part:reorder_point:structural:system:none:none,manufacturing_graph_node/ReorderPoint:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Inventory_Transactions,3,,,INV_RES_PAR_REO_5E3E705E,,1
part:reorder_point:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_REO_E56C032D,manufacturing_graph_edge/part:reorder_point:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_REO_E56C032D,manufacturing_graph_node/part:reorder_point:structural:system:none:none,manufacturing_graph_node/MinimumStockQuantity:entity:semantic:canonical:none:none,semantic,resolves_to,3,,,Inventory_Transactions,3,,,INV_RES_PAR_REO_E56C032D,,1
part:reorder_point:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_REO_F80E576F,manufacturing_graph_edge/part:reorder_point:semantic:Inventory_Transactions:resolves_to:INV_RES_PAR_REO_F80E576F,manufacturing_graph_node/part:reorder_point:structural:system:none:none,manufacturing_graph_node/SafetyStock:entity:semantic:canonical:none:none,semantic,resolves_to,2,,,Inventory_Transactions,3,,,INV_RES_PAR_REO_F80E576F,,1
part:reorder_point:structural:system:has_column:SYS_HAS_PAR_REO_001,manufacturing_graph_edge/part:reorder_point:structural:system:has_column:SYS_HAS_PAR_REO_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:reorder_point:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_REO_001,,
part:revision:structural:system:has_column:SYS_HAS_PAR_REV_001,manufacturing_graph_edge/part:revision:structural:system:has_column:SYS_HAS_PAR_REV_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:revision:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_REV_001,,
part:safety_stock:structural:system:has_column:SYS_HAS_PAR_SAF_001,manufacturing_graph_edge/part:safety_stock:structural:system:has_column:SYS_HAS_PAR_SAF_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:safety_stock:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_SAF_001,,
part:unit_cost:structural:system:has_column:SYS_HAS_PAR_UNI_001,manufacturing_graph_edge/part:unit_cost:structural:system:has_column:SYS_HAS_PAR_UNI_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:unit_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_UNI_001,,
part:unit_of_measure:structural:system:has_column:SYS_HAS_PAR_UNI_002,manufacturing_graph_edge/part:unit_of_measure:structural:system:has_column:SYS_HAS_PAR_UNI_002,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:unit_of_measure:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_UNI_002,,
part_location:committed_qty:structural:system:has_column:SYS_HAS_PAR_COM_002,manufacturing_graph_edge/part_location:committed_qty:structural:system:has_column:SYS_HAS_PAR_COM_002,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:committed_qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_COM_002,,
part_location:created_at:structural:system:has_column:SYS_HAS_PAR_CRE_002,manufacturing_graph_edge/part_location:created_at:structural:system:has_column:SYS_HAS_PAR_CRE_002,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_CRE_002,,
part_location:description:structural:system:has_column:SYS_HAS_PAR_DES_001,manufacturing_graph_edge/part_location:description:structural:system:has_column:SYS_HAS_PAR_DES_001,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:description:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_DES_001,,
part_location:last_count_date:structural:system:has_column:SYS_HAS_PAR_LAS_001,manufacturing_graph_edge/part_location:last_count_date:structural:system:has_column:SYS_HAS_PAR_LAS_001,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:last_count_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_LAS_001,,
part_location:location_id:structural:system:has_column:SYS_HAS_PAR_LOC_001,manufacturing_graph_edge/part_location:location_id:structural:system:has_column:SYS_HAS_PAR_LOC_001,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:location_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_LOC_001,,
part_location:part_id:structural:system:has_column:SYS_HAS_PAR_PAR_004,manufacturing_graph_edge/part_location:part_id:structural:system:has_column:SYS_HAS_PAR_PAR_004,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_PAR_004,,
part_location:part_id:structural:system:references:SYS_REF_PAR_PAR_001,manufacturing_graph_edge/part_location:part_id:structural:system:references:SYS_REF_PAR_PAR_001,manufacturing_graph_node/part_location:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_PAR_PAR_001,,
part_location:part_location_id:structural:system:has_column:SYS_HAS_PAR_PAR_005,manufacturing_graph_edge/part_location:part_location_id:structural:system:has_column:SYS_HAS_PAR_PAR_005,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:part_location_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_PAR_005,,
part_location:qty:structural:system:has_column:SYS_HAS_PAR_QTY_001,manufacturing_graph_edge/part_location:qty:structural:system:has_column:SYS_HAS_PAR_QTY_001,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_QTY_001,,
part_location:status:structural:system:has_column:SYS_HAS_PAR_STA_001,manufacturing_graph_edge/part_location:status:structural:system:has_column:SYS_HAS_PAR_STA_001,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:status:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_STA_001,,
part_location:warehouse_id:structural:system:has_column:SYS_HAS_PAR_WAR_001,manufacturing_graph_edge/part_location:warehouse_id:structural:system:has_column:SYS_HAS_PAR_WAR_001,manufacturing_graph_node/part_location:entity:structural:system:none:none,manufacturing_graph_node/part_location:warehouse_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_WAR_001,,
part_location:warehouse_id:structural:system:references:SYS_REF_PAR_WAR_001,manufacturing_graph_edge/part_location:warehouse_id:structural:system:references:SYS_REF_PAR_WAR_001,manufacturing_graph_node/part_location:warehouse_id:structural:system:none:none,manufacturing_graph_node/warehouse:warehouse_id:structural:system:none:none,structural,references,,,fk_declared,system,,warehouse_id,warehouse,SYS_REF_PAR_WAR_001,,
payable_line:amount:structural:system:has_column:SYS_HAS_PAY_AMO_001,manufacturing_graph_edge/payable_line:amount:structural:system:has_column:SYS_HAS_PAY_AMO_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:amount:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_AMO_001,,
payable_line:created_at:structural:system:has_column:SYS_HAS_PAY_CRE_001,manufacturing_graph_edge/payable_line:created_at:structural:system:has_column:SYS_HAS_PAY_CRE_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_CRE_001,,
payable_line:invoice_id:structural:system:has_column:SYS_HAS_PAY_INV_001,manufacturing_graph_edge/payable_line:invoice_id:structural:system:has_column:SYS_HAS_PAY_INV_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:invoice_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_INV_001,,
payable_line:invoice_id:structural:system:references:SYS_REF_PAY_INV_001,manufacturing_graph_edge/payable_line:invoice_id:structural:system:references:SYS_REF_PAY_INV_001,manufacturing_graph_node/payable_line:invoice_id:structural:system:none:none,manufacturing_graph_node/payables:invoice_id:structural:system:none:none,structural,references,,,fk_declared,system,,invoice_id,payables,SYS_REF_PAY_INV_001,,
payable_line:invoice_id:structural:system:references:SYS_REF_PAY_INV_002,manufacturing_graph_edge/payable_line:invoice_id:structural:system:references:SYS_REF_PAY_INV_002,manufacturing_graph_node/payable_line:invoice_id:structural:system:none:none,manufacturing_graph_node/payables:invoice_id:structural:system:none:none,structural,references,,LEFT,sql_observed,system,,invoice_id,payables,SYS_REF_PAY_INV_002,,
payable_line:line_no:structural:system:has_column:SYS_HAS_PAY_LIN_001,manufacturing_graph_edge/payable_line:line_no:structural:system:has_column:SYS_HAS_PAY_LIN_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:line_no:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_LIN_001,,
payable_line:part_id:structural:system:has_column:SYS_HAS_PAY_PAR_001,manufacturing_graph_edge/payable_line:part_id:structural:system:has_column:SYS_HAS_PAY_PAR_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_PAR_001,,
